n,x
0,69
100,91
200,96
300,99
400,102
500,106
600,106
700,107
800,109
900,111
1000,112
1100,113
1200,116
1300,115
1400,115
1500,119
1600,118
1700,119
1800,121
1900,125
2000,125
2100,122
2200,124
2300,125
2400,125
2500,126
2600,128
2700,127
2800,128
2900,129
3000,129
3100,130
3200,131
3300,131
3400,132
3500,132
3600,133
3700,134
3800,133
3900,134
4000,136
4100,136
4200,138
4300,139
4400,138
4500,140
4600,143
4700,145
4800,144
4900,145
5000,147
