n,x
0,0.4364603
1,0.17031576
2,0.12900148
3,0.12417016
4,0.1634672
5,0.16464476
6,0.34509233
7,0.603341
8,1.7542131
9,2.1222727
10,3.1284928
11,3.3765645
12,5.5739098
