n,x
0,1.045527
1,0.022319
2,0.025577
3,0.034125
4,0.030857
5,0.126168
6,0.038556
7,0.157405
8,0.65298
9,3.323002
10,16.191032
11,101.33008
12,528.5064
13,3309.1125
14,21259.84
15,150868.75
