n,x
0,0.07829248
1,0.03711676
2,0.03880408
3,0.03622704
4,0.0365514
5,0.03205624
6,0.03698388
7,0.04073656
8,0.05057852
9,0.08561936
10,0.1308668
11,0.2071262
12,0.3365712

