n,x
0,70
10,82
20,89
30,94
40,98
50,98
60,100
70,106
80,104
90,110
100,111
110,114
120,122
130,125
140,136
150,139
160,138
170,145
180,144
190,150
200,149
210,160
220,162
230,175
240,180
250,199
260,211
270,220
280,222
290,239
300,253
310,263
320,282
330,299
340,315
350,340
360,346
370,354
380,377
390,385
400,398
410,460
420,461
430,489
440,506
450,520
460,501
470,518
480,539
490,545
500,575
