n,x
0,60
100,65
200,70
300,65
400,65
500,66
600,72
700,70
800,72
900,68
1000,69
1100,68
1200,68
1300,68
1400,67
1500,69
1600,68
1700,68
1800,71
1900,69
2000,71
2100,70
2200,72
2300,70
2400,73
2500,74
2600,74
2700,74
2800,74
2900,77
3000,76
3100,76
3200,76
3300,78
3400,79
3500,80
3600,81
3700,82
3800,84
3900,84
4000,88
4100,87
4200,88
4300,88
4400,91
4500,92
4600,93
4700,99
4800,97
4900,98
5000,99
