n,x
0,0.736473
1,0.1343
2,0.093722
3,0.070016
4,0.188009
5,0.601252
6,1.017438
7,3.407879
8,13.18757
9,28.718596
10,58.18605
11,285.76447
12,1886.8754
13,8513.995
14,52901.39
15,376395.1
