n,x
0,0.04819205
1,0.11751489999999999
2,0.21746660000000001
3,0.46013359999999998
4,0.50907570000000002
5,0.55466444999999998
6,3.02325750000000015
7,10.39749074999999934
8,32.02708410000000327
9,132.2834301000000039
10,624.22427110000000994
11,2470.67092400000001362
12,15808.65922599999976228
13,135585.17885699999169447
