0,0.01288456
10,0.135458
20,0.24415479999999998
30,0.51202752000000007
40,0.70069512
50,1.30140671999999991
60,2.08204644000000005
70,3.16741216000000003
80,3.74463683999999963
90,4.35832715999999998
100,6.3237387199999997
110,8.01799396000000009
120,10.01296171999999984
130,11.9223440399999987
140,14.42637788000000043
150,17.25636247999999995
160,21.13919471999999899
170,25.46009656000000021
180,27.90650936000000115
190,33.34518184000000218
200,38.62906396000000342
210,43.7526240400000006
220,50.39062559999999991
230,56.81158415999999534
240,64.09167892000000677
250,71.53675504000000274
260,80.60295812000001092
270,88.79590156000000434
280,99.34516487999999867
290,109.06932872000000145
300,120.33290028000000405
310,133.3820948799999826
320,147.1940084000000013
330,157.99289275999998949
340,173.41870708000001855
350,189.0617063600000165
360,204.08303896000001032
370,212.4622105999999917
380,230.44266547999998807
390,259.19504308000000492
400,282.74906667999999854
410,308.5330374800000186
420,342.15187176000000591
430,379.77184019999998554
440,400.51349479999998948
450,422.1786835600000245
460,443.64727179999999862
470,452.01665236000002324
480,494.46127455999999256
490,559.78117852000002586
500,590.80899724000005335
