n,x
0,0.000840
1,0.000920
2,0.000840
3,0.001280
4,0.001920
5,0.004480
6,0.010800
7,0.010400
8,0.010520
9,0.006720
10,0.011000
11,0.031560
12,0.094640
13,0.225480
14,0.756840
15,2.011640
16,2.078920
17,5.221600
18,5.545400
19,11.129000
20,23.243800
21,49.602800
22,106.513000
23,271.757000
24,536.749000
25,991.416200
26,1706.995000
27,3932.958000
