n,x
0,0.003160
1,0.003680
2,0.004840
3,0.007120
4,0.012360
5,0.022080
6,0.043280
7,0.095160
8,0.073760
9,0.112960
10,0.221440
11,0.460080
12,1.018800
13,2.176960
14,4.540920
15,9.428000
16,17.746480
17,32.970720
18,65.097960
19,121.440120
20,234.219760
