n,x
0,0.001300
100,0.511600
200,2.107800
300,5.393650
400,7.816300
500,15.052500
600,23.063750
700,30.862500
800,42.279300
900,56.158250
1000,77.034300
1100,100.507550
1200,129.978600
1300,158.834850
1400,184.252400
1500,223.990900
1600,266.490550
1700,308.661950
1800,345.418400
1900,409.644900
2000,437.069800
2100,551.008850
2200,726.206800
2300,676.927700
2400,778.192300
2500,874.949900
2600,1050.786300
2700,1122.708550
2800,1179.810600
2900,1305.379800
3000,1463.129600
