n,x
0,0.009000
1,0.010000
2,0.017000
3,0.038000
4,0.157000
5,0.573000
6,1.636000
7,1.854000
8,8.602000
9,62.155000
10,203.324000
11,1001.188000
12,6890.097000
13,38839.813000
14,257855.956000
